@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute survival {0,1}

@data
0.92809,0,0,1,0,?,0,0,0.110272,0,0,1,0.218766,0.633739,0.917117,0.428678,0.317872,0.303666,0
0.929213,0,1,0,0,0.007288,0,0.333333,0.072227,1,0,0,0.450319,0.397019,0.644457,0.735024,0.900313,0.456062,1
0.930337,0,0,1,0,?,0,0,0.015127,0,1,0,0.011669,0.127279,0.954756,0.82844,0.303571,0.175827,1
0.931461,1,0,0,1,0.773813,0,0,0.15615,?,?,?,0.063918,0.925506,0.85095,0.169049,0.387528,0.810254,1
0.932584,0,0,1,1,0.183212,0.125,0,0.028213,1,0,0,0.153572,0.272506,0.634996,0.854117,0.965424,0.061148,1
0.933708,0,1,0,0,0.005152,0.125,0.166667,0.036598,0,0,1,0.64406,0.844487,0.37853,0.194691,0.349069,0.257803,1
0.934831,0,0,1,0,?,0,0,0.01411,1,0,0,0.743131,0.65816,0.077066,0.227587,0.680062,0.263106,0
0.935955,0,0,1,0,0.28374,0,0,0.01533,0,0,1,0.712928,0.293207,0.554609,0.86539,0.445975,0.598876,0
0.937079,0,0,1,0,0.22091,0,0,0.016201,0,0,1,0.54275,0.809683,0.000525,0.03919,0.162679,0.136178,0
0.938202,1,0,0,1,0.484795,0.125,0.166667,0.162314,1,0,0,0.596705,0.232783,0.96921,0.531757,0.49906,0.061999,1
0.939326,0,0,1,0,0.258608,0,0,0.016908,0,0,1,0.141708,0.356701,0.924453,0.143753,0.094085,0.63812,0
0.940449,0,0,1,0,?,0,0,0.015713,0,0,1,0.697101,0.846754,0.242728,0.028055,0.293742,0.328825,0
0.941573,0,0,1,0,0.396833,0,0,0.110272,0,0,1,0.416264,0.652407,0.640741,0.097042,0.951331,0.242914,1
0.942697,1,0,0,0,?,0,0,0.057971,1,0,0,0.16324,0.025828,0.509297,0.219161,0.082949,0.048458,1
0.94382,0,0,1,0,0.246042,0,0,0.015469,0,0,1,0.143187,0.647784,0.724621,0.822818,0.453996,0.846455,0
0.944944,0,1,0,0,0.195778,0,0,0.020495,0,0,1,0.303248,0.656288,0.385262,0.600627,0.354951,0.186786,0
0.946067,1,0,0,1,0.371701,0,0,0.060508,1,0,0,0.768605,0.648808,0.162973,0.322715,0.77747,0.965942,1
0.947191,0,0,1,0,0.428248,0,0,0.012565,1,0,0,0.204755,0.866076,0.744013,0.625874,0.656635,0.334548,0
0.948315,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.698373,0.878732,0.217083,0.831975,0.642576,0.671696,0
0.949438,0,0,1,0,0.522493,0,0,0.014737,0,0,1,0.88213,0.785889,0.388949,0.884745,0.205086,0.844972,0
0.950562,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.059138,0.530222,0.391402,0.883675,0.567636,0.296512,0
0.951685,0,0,1,0,0.434531,0,0,0.015412,1,0,0,0.835693,0.754719,0.705595,0.176619,0.681491,0.387614,0
0.952809,0,1,0,0,0.346569,0,0.166667,0.064412,0,0,1,0.681051,0.223584,0.853489,0.77237,0.964584,0.042903,0
0.953933,1,0,0,1,?,0.125,0,0.17392,1,0,0,0.19425,0.240045,0.581905,0.908951,0.981269,0.189609,1
0.955056,0,0,1,0,0.044986,0.5,0.333333,0.061045,0,0,1,0.073583,0.487501,0.842702,0.90516,0.375007,0.152481,0
0.95618,0,0,1,0,0.924604,0,0,0.015176,0,0,1,0.617193,0.052507,0.312541,0.108562,0.79294,0.888868,0
0.957303,0,0,1,1,0.107816,0.125,0.166667,0.029758,1,0,0,0.405146,0.047647,0.516344,0.494011,0.974976,0.31448,0
0.958427,1,0,0,1,0.195778,0,0.166667,0.076904,0,0,1,0.856039,0.713164,0.848425,0.658201,0.695664,0.545817,1
0.959551,0,1,0,1,0.547625,0.125,0,0.050749,0,0,1,0.955248,0.346257,0.311844,0.977724,0.529309,0.471804,0
0.960674,0,0,1,1,0.22091,0,0.166667,0.01825,0,0,1,0.31765,0.078538,0.617117,0.164841,0.001467,0.9511,1
0.961798,1,0,0,1,0.560191,0.125,0.166667,0.321798,0,0,1,0.184662,0.822146,0.252182,0.465272,0.246403,0.133248,1
0.962921,1,0,0,0,0.635587,0,0,0.051822,0,0,1,0.132545,0.544468,0.22259,0.128868,0.823114,0.926238,1
0.964045,0,0,1,1,0.296306,0,0.5,0.03759,1,0,0,0.464581,0.055893,0.689169,0.364294,0.474039,0.719412,1
0.965169,0,0,1,0,?,0,0,0.01411,1,0,0,0.11155,0.334341,0.63471,0.814765,0.822155,0.842555,0
0.966292,0,0,1,0,0.509927,0.25,0,0.027538,0,0,1,0.620012,0.92884,0.765301,0.199345,0.884563,0.357592,0
0.967416,0,1,0,0,0.258608,0.125,0,0.022447,0,0,1,0.572704,0.530617,0.999265,0.424096,0.784107,0.080749,0
0.968539,1,0,0,1,0.597889,0,0,0.05061,0,0,1,0.77566,0.457253,0.379809,0.434099,0.724604,0.897329,1
0.969663,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0.337705,0.63062,0.938618,0.840528,0.578846,0.619317,0
0.970787,0,1,0,0,0.296306,0,0,0.025374,0,0,1,0.544306,0.944428,0.668149,0.88998,0.850017,0.74351,0
0.97191,0,1,0,1,0.522493,0,0,0.025374,0,0,1,0.233305,0.498394,0.171085,0.354338,0.194153,0.3746,1
0.973034,0,1,0,1,0.334004,0.125,0,0.02705,1,0,0,0.368196,0.543747,0.946563,0.100811,0.630959,0.397868,1
0.974157,1,0,0,0,0.384267,0,0,0.098561,0,0,1,0.187968,0.643981,0.453886,0.380284,0.379019,0.318543,0
0.975281,0,0,1,0,?,0,0,0.018543,0,0,1,0.813219,0.244596,0.734466,0.65886,0.395058,0.362409,0
0.976404,0,0,1,0,0.044986,0.125,0.166667,0.021731,0,0,1,0.487722,0.789818,0.25003,0.257928,0.000679,0.772333,1
0.977528,0,0,1,0,0.321438,0,0,0.015412,0,0,1,0.823652,0.680788,0.847318,0.292239,0.878351,0.289744,0
0.978652,1,0,0,1,0.585323,0.125,0.166667,0.102579,0,0,1,0.947515,0.681004,0.133759,0.767426,0.505471,0.614899,1
0.979775,1,0,0,0,0.409399,0,0,0.009759,0,0,1,0.372012,0.017553,0.65125,0.066954,0.174218,0.965505,0
0.980899,0,0,1,0,0.585323,0,0,0.017567,0,0,1,0.66553,0.062008,0.782165,0.006525,0.878529,0.45482,0
0.982022,0,1,0,1,0.346569,0.125,0,0.046845,1,0,0,0.584068,0.498379,0.388101,0.728925,0.909745,0.876961,1
0.983146,0,0,1,1,0.183212,0,0,0.014102,1,0,0,0.657802,0.676986,0.45237,0.755909,0.220906,0.09253,1
0.98427,0,0,1,0,0.246042,0,0,0.019218,0,0,1,0.283309,0.026891,0.015672,0.792187,0.837018,0.759652,0
0.985393,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0.019075,0.054146,0.114162,0.410281,0.505162,0.846749,0
0.986517,0,0,1,0,?,0,0,0.015412,0,0,1,0.982191,0.421712,0.262865,0.538976,0.703543,0.6203,0
0.98764,1,0,0,1,0.698417,0,0.166667,0.162314,1,0,0,0.323283,0.706719,0.897235,0.971469,0.23152,0.534913,1
0.988764,0,1,0,1,0.308872,0,0.166667,0.050749,0,0,1,0.649225,0.713622,0.573012,0.625782,0.161554,0.309455,1
0.989888,0,0,1,0,0.409399,0,0,0.015412,0,0,1,0.763107,0.223891,0.220181,0.48757,0.586646,0.081933,0
0.991011,0,0,1,1,0.271174,0,0,0.020527,0,0,1,0.101496,0.054602,0.301102,0.486494,0.590181,0.761269,0
0.992135,0,1,0,0,0.346569,0,0,0.020495,0,0,1,0.032985,0.534621,0.895167,0.678574,0.305673,0.884943,0
0.993258,0,0,1,0,0.308872,0,0,0.013761,0,0,1,0.611433,0.477226,0.941715,0.189596,0.037499,0.530511,0
0.994382,0,0,1,1,0.484795,0,0.833333,0.056848,0,1,0,0.183572,0.405586,0.647702,0.31412,0.755534,0.183756,0
0.995506,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0.274696,0.880613,0.294374,0.840922,0.041195,0.238344,0
0.996629,1,0,0,1,0.233476,0,0,0.058556,0,0,1,0.618027,0.981595,0.855185,0.202955,0.793748,0.777582,1
0.997753,0,0,1,1,?,0.125,0.333333,0.045771,0,0,1,0.862764,0.225563,0.321668,0.026828,0.857137,0.988618,0
0.998876,1,0,0,0,0.321438,0,0,0.058556,1,0,0,0.061639,0.892586,0.89092,0.416403,0.711728,0.488115,1
1,0,0,1,0,0.396833,0,0,0.015127,0,1,0,0.27934,0.996714,0.022851,0.164678,0.61436,0.735354,0
